lead1,lead2,lead3
-54,-38,7
-43,-29,-12
-21,13,-24
6,39,-15
16,60,2
20,54,9
22,49,12
37,17,25
31,-3,25
-7,-22,20
-24,-30,18
-35,-44,33
-22,-28,33
-15,-19,32
-13,-13,25
-12,-2,11
7,24,10
23,53,17
-4,63,32
-27,72,57
-47,64,49
-65,29,48
-70,12,45
-60,2,34
-48,1,2
-61,0,0
-36,20,-4
18,58,-4
41,78,-6
57,83,-7
47,76,-7
38,80,13
23,66,53
16,57,69
-24,-1,59
-40,-27,49
-47,-25,43
-60,-16,32
-63,-12,26
-33,14,4
15,50,-2
44,79,-1
54,83,8
35,67,27
19,65,52
-18,59,63
-37,30,43
-41,-9,39
-46,-13,39
-32,-1,11
-12,7,0
2,32,-4
19,44,-8
19,50,-4
15,60,0
13,32,23
16,18,32
-8,-20,36
-29,-50,10
-35,-76,-14
-22,-59,-32
4,-17,-48
34,20,-56
46,31,-51
44,36,-31
22,26,-8
-13,2,24
-54,-16,43
-64,-29,25
-63,-40,4
-66,-37,5
-50,-23,-26
-21,-11,-54
-1,5,-49
12,11,-25
2,34,18
-27,20,32
-58,-5,23
-61,-7,16
-60,-5,-4
-60,-11,-24
-39,11,-19
-27,20,-5
-5,48,1
2,48,-2
5,46,-3
18,20,0
31,3,22
17,-15,22
2,-52,24
-5,-66,24
-14,-81,19
-31,-64,-3
-37,-53,-14
-14,-11,-39
1,24,-49
17,68,-32
33,87,-16
37,84,16
13,57,41
-15,9,39
-34,-35,35
-54,-44,27
-56,-34,-11
-34,-15,-54
-22,-6,-82
5,19,-65
31,49,-46
49,68,-16
70,62,9
67,56,30
29,41,26
-22,2,21
-59,-38,15
-65,-44,0
-64,-44,-24
-56,-26,-39
-16,16,-47
3,34,-48
26,45,-43
26,35,-23
13,32,4
-8,-4,34
-48,-55,64
-76,-68,61
-85,-70,24
-91,-56,7
-77,-44,-4
-67,-37,-9
-34,-18,-10
8,14,-26
43,14,-40
57,13,-30
60,27,-15
12,-11,4
-8,-34,2
-15,-47,-15
-26,-54,-50
-32,-63,-81
-10,-50,-103
7,-15,-79
15,16,-29
35,30,-5
30,35,6
11,2,2
-15,-29,-10
-20,-36,-9
-38,-48,-8
-63,-44,-34
-67,-41,-59
-57,-25,-60
-49,-16,-49
-33,-11,-41
-15,-9,-26
-7,-5,-12
-3,-2,-5
8,3,10
-16,-24,24
-55,-48,31
-69,-56,33
-66,-67,6
-61,-76,-29
-51,-86,-49
-26,-71,-60
-13,-61,-62
-1,-10,-41
10,19,-17
16,45,3
18,54,12
13,75,34
-12,72,36
-42,41,28
-73,14,13
-90,17,-1
-93,18,-8
-74,31,-4
-69,58,6
-54,97,17
-39,116,33
-48,110,61
-79,81,89
-88,64,97
-133,25,108
-199,-32,119
-269,-105,119
-287,-158,103
-279,-190,69
-261,-195,50
-237,-194,30
-171,-174,-14
-88,-174,-61
-44,-182,-88
-22,-176,-96
-20,-195,-95
-23,-217,-84
-35,-244,-94
-19,-238,-104
-10,-223,-120
16,-190,-142
49,-116,-155
86,-53,-146
121,-14,-116
132,11,-94
138,33,-74
108,30,-61
63,23,-42
49,21,-2
66,19,3
77,26,-30
79,28,-43
75,49,-57
70,61,-52
79,70,-42
80,71,-35
66,82,-21
32,58,-14
-1,7,-17
-25,-36,-13
-49,-48,-14
-66,-46,-43
-50,-25,-73
-14,11,-76
12,39,-74
24,58,-41
26,74,-27
16,45,-17
11,-18,-7
-6,-45,-17
-41,-67,-20
-55,-66,-32
-46,-45,-28
-36,-18,-24
-18,-9,-22
3,16,-17
28,44,-8
42,62,-16
28,35,-24
12,-7,-4
4,-31,11
-14,-39,-31
-31,-32,13
-51,-28,18
-64,-22,19
-64,5,-8
-28,22,-40
4,39,-47
18,45,-14
20,48,2
22,54,21
-3,43,19
-43,5,23
-59,-13,24
-70,-33,-36
-71,-40,-62
-47,-24,-63
-6,0,-60
-1,20,-62
-9,16,-58
-13,12,-29
-25,15,-10
-38,-14,2
-54,-42,-13
-57,-55,-35
-55,-58,-43
-50,-65,-62
-56,-51,-67
-52,-22,-62
-32,10,-79
-7,40,-60
3,30,-48
3,6,-44
-23,-19,-34
-52,-53,-31
-62,-66,-27
-63,-85,-27
-75,-94,-25
-82,-79,-39
-65,-56,-58
-45,-16,-63
-30,27,-66
-22,32,-46
-2,28,-15
7,26,0
16,5,27
-16,-46,42
-29,-66,47
-38,-77,43
-52,-51,16
-55,-37,3
-64,-34,-15
-47,-40,-44
-36,-40,-54
-18,-16,-70
-2,16,-70
6,30,-66
21,27,-45
26,-23,-26
12,-44,-16
-15,-71,4
-47,-50,-7
-79,-41,-9
-89,-35,-9
-80,-42,-8
-60,-47,-31
-50,-44,-41
-50,-39,-34
-47,-35,-29
-31,-25,-20
-23,-9,-7
9,0,-1
24,11,4
30,15,6
31,16,18
-68,-101,-47
-90,-124,-37
-89,-122,-62
-77,-107,-97
-51,-58,-122
-26,-11,-112
11,10,-84
27,19,-67
14,0,-31
-1,-2,3
-3,-21,3
-31,-66,-6
-42,-83,-15
-62,-102,-18
-48,-101,-25
-40,-95,-27
-44,-93,-49
-33,-60,-78
13,-13,-92
46,-3,-77
59,3,-58
50,11,-47
46,8,-43
39,-9,-36
34,-17,-25
4,-37,-19
-34,-82,-14
-54,-112,-24
-60,-120,-28
-45,-95,-34
-23,-51,-54
0,0,-83
12,16,-94
14,10,-71
13,8,-48
12,7,-35
-7,-9,-22
-39,-39,-12
-61,-77,-22
-82,-92,-48
-90,-90,-74
-71,-69,-97
-59,-55,-100
-8,-31,-94
16,-19,-87
11,-6,-80
6,-14,-64
3,-17,-53
13,-28,-35
16,-34,-25
17,-35,-36
-15,-62,-38
-44,-89,-46
-61,-107,-37
-88,-111,-40
-75,-64,-58
-56,-55,-61
-47,-29,-51
-32,4,-47
-23,-2,-36
-39,-38,-21
-44,-52,-13
-72,-71,-45
-78,-80,-57
-68,-83,-73
-61,-70,-89
-53,-59,-92
-46,-51,-89
-26,-43,-86
0,-33,-78
12,-26,-70
21,-5,-55
9,-11,-31
4,-13,-19
-26,-28,-10
-63,-46,-21
-81,-70,-50
-85,-77,-61
-79,-72,-64
-67,-76,-49
-58,-74,-67
7,-33,-64
36,-13,-60
49,3,-42
22,-11,-29
-9,-30,-29
-23,-37,-27
-16,-31,-23
-20,-37,-32
-42,-71,-67
-68,-103,-77
-76,-111,-78
-63,-101,-81
-29,-81,-91
-12,-68,-94
4,-46,-91
7,-16,-65
11,16,-47
0,27,-48
-24,5,-46
-33,57,-42
-51,-25,-37
-63,-61,-26
-77,-86,-17
-78,-95,-24
-54,-76,-43
-3,-39,-72
35,-35,-75
50,-37,-61
40,-36,-66
36,-46,-65
19,-42,-61
-18,-61,-59
-34,-94,-67
-33,-97,-96
-39,-83,-118
-38,-68,-112
-35,-58,-96
-18,-41,-80
-11,-33,-64
-6,-42,-41
-14,-85,-14
-43,-98,-11
-70,-88,-34
-79,-101,-33
-78,-109,-24
-55,-57,-25
-41,-31,-24
-1,20,-24
31,42,-20
43,50,-17
43,42,-27
40,13,-35
8,-13,-28
-31,-31,-14
-52,-49,-19
-77,-69,-33
-87,-72,-38
-68,-55,-49
-10,-30,-53
41,-10,-46
44,-25,-46
43,-31,-43
9,-39,-40
-7,-50,-32
-38,-82,-20
-75,-110,-9
-96,-132,-24
-137,-138,-35
-97,-133,-37
-50,-123,-60
-3,-112,-88
3,-68,-101
15,-25,-75
32,-15,-37
28,-19,-17
2,-41,-8
-25,-70,-10
-54,-99,-27
-66,-118,-54
-26,-97,-77
14,-45,-72
34,-16,-61
41,-2,-65
25,7,-46
22,-9,-38
9,-27,-40
-16,-39,-40
-29,-69,-43
-33,-90,-53
-49,-95,-61
-48,-85,-61
-18,-63,-70
11,-29,-91
34,13,-55
34,7,-24
5,-18,-21
-28,-41,-39
-42,-48,-44
-59,-53,-45
-87,-60,-36
-81,-60,-39
-38,-32,-26
-17,-18,-19
12,5,-19
34,10,-28
43,12,-30
34,-2,-23
18,-28,-9
-6,-85,-6
-51,-115,-18
-78,-112,-24
-87,-104,-25
-70,-98,-19
-68,-107,-38
-64,-105,-45
-24,-101,-66
8,-79,-75
9,-68,-74
8,-73,-65
-4,-73,-48
-18,-69,-47
-49,-85,-35
-73,-105,-31
-81,-108,-27
-81,-110,-42
-67,-109,-53
-44,-87,-50
-21,-59,-59
11,-41,-60
35,-21,-50
36,-9,-48
18,-15,-52
9,-16,-51
-23,-59,-45
-59,-109,-28
-58,-116,-45
-44,-110,-79
-46,-109,-100
-44,-98,-104
-3,-57,-100
15,-14,-98
10,-7,-82
3,-28,-58
0,-36,-44
-20,-56,-35
-38,-93,-33
-59,-114,-50
-57,-113,-77
-40,-116,-98
-30,-112,-109
-15,-89,-108
2,-58,-107
9,-41,-101
21,-15,-88
26,-11,-62
-40,-41,-39
-86,-82,-36
-115,-105,-22
-117,-120,-35
-107,-120,-69
-98,-95,-86
-54,-40,-86
-31,-11,-79
17,2,-71
52,25,-63
56,65,-40
43,77,5
-6,79,35
-27,66,22
-70,34,7
-86,18,0
-100,-5,8
-118,1,10
-107,24,7
-99,32,14
-98,-4,26
-92,-20,30
-116,-46,48
-159,-70,56
-170,-77,57
-199,-100,67
-239,-170,61
-244,-249,25
-262,-272,8
-234,-274,-30
-150,-269,-95
-52,-247,-149
3,-217,-195
28,-192,-206
35,-193,-209
37,-183,-204
34,-169,-191
43,-175,-167
42,-159,-148
17,-160,-130
5,-180,-121
6,-201,-142
7,-201,-167
8,-169,-170
4,-127,-154
40,-63,-137
84,14,-124
99,47,-103
101,59,-88
82,53,-67
73,53,-48
51,41,-32
5,10,-28
-16,-33,-50
-32,-50,-57
-32,-50,-61
-33,-29,-74
-32,10,-98
-19,28,-104
31,42,-100
70,38,-66
62,45,-39
33,47,-24
20,-7,-3
-16,-46,-11
-33,-71,-50
-37,-100,-45
-24,-96,-31
-10,-44,-37
3,-9,-47
23,-6,-31
37,-6,-8
33,-4,-1
29,-3,3
-3,-9,-8
-18,-47,-20
-51,-62,-24
-73,-86,-32
-79,-84,-46
-77,-78,-50
-72,-48,-53
-36,-2,-36
15,35,-44
45,49,-46
57,40,-24
53,34,-13
36,15,6
-2,-15,7
-19,-74,-11
-49,-97,-18
-65,-109,-33
-57,-111,-50
-36,-125,-63
-6,-104,-76
8,-89,-78
44,-16,-70
58,34,-58
48,44,-60
41,46,-52
14,19,-46
-28,-23,-32
-62,-57,-29
-83,-58,-37
-85,-48,-55
-83,-41,-78
-63,-31,-75
-24,-38,-58
-5,-23,-42
-1,-16,-132
-9,-20,-63
-30,-54,-36
-38,-67,-22
-47,-93,-20
-64,-110,-42
-88,-123,-62
-101,-113,-54
-90,-81,-58
-75,-26,-79
-65,0,-84
-45,15,-82
-35,1,-50
-25,-26,-33
-19,-37,-25
-33,-69,-20
-67,-103,-10
-95,-100,-27
-97,-102,-41
-53,-88,-62
-15,-46,-83
10,-20,-79
21,-18,-62
15,-33,-44
10,-40,-1
-28,-60,15
-73,-98,22
-81,-121,27
-89,-113,12
-80,-107,-19
-61,-99,-61
-34,-76,-74
-15,-39,-68
-12,-16,-52
-9,-11,-38
-7,-8,-29
-20,-51,-11
-46,-88,6
-55,-100,13
-79,-94,13
-98,-96,-17
-101,-92,-30
-81,-94,-45
-49,-79,-48
-32,-68,-47
4,-47,-66
4,-12,-68
4,2,-58
10,9,-50
0,-23,-17
-48,-59,2
-101,-94,5
-117,-99,0
-115,-100,-20
-105,-94,-46
-64,-67,-68
-34,-54,-76
-18,-46,-74
10,-40,-69
40,-28,-38
26,-22,4
-3,-92,-10
-29,-129,-41
-33,-124,-52
-24,-107,-52
-6,-82,-79
31,-44,-86
40,-25,-63
29,-18,-20
22,-13,1
23,-5,6
19,-12,12
-8,-39,12
-20,-49,11
-41,-77,-14
-40,-62,-74
-16,-48,-101
22,-23,-102
64,-3,-102
76,-1,-98
49,-28,-67
2,-66,-60
-37,-98,-57
-53,-107,-53
-60,-111,-48
-64,-94,-67
-62,-81,-72
-54,-65,-79
-29,-52,-65
7,-6,-59
37,21,-63
46,-3,-56
36,-13,-53
12,-19,-39
-30,-41,-22
-60,-79,-26
-58,-82,-53
-37,-81,-87
-21,-45,-86
5,8,-90
16,32,-79
33,24,-60
46,16,-45
50,12,-36
18,2,-25
-39,-23,-10
-86,-43,1
-103,-50,6
-103,-62,-13
-102,-79,-34
-96,-83,-42
-77,-83,-53
-42,-59,-58
-3,-27,-49
17,-5,-45
28,-10,-46
31,-12,-44
2,-30,-40
-26,-61,-18
-33,-80,-12
-42,-98,-26
-44,-108,-29
-32,-95,-57
-14,-72,-68
12,-28,-79
23,-6,-79
40,13,-93
44,-4,-71
24,-23,-50
-27,-47,-18
-52,-112,-1
-60,-136,7
-54,-140,-7
-63,-113,-43
-31,-34,-44
8,3,-34
24,3,-29
18,-4,-12
-14,-35,-11
-53,-86,-21
-66,-130,-29
-85,-145,-16
-83,-136,-44
-69,-120,-95
-43,-85,-92
6,-44,-63
28,-23,-47
48,-8,-33
37,-5,-24
15,-11,-17
4,-13,-13
-19,-31,2
-34,-45,7
-39,-49,9
-69,-61,-7
-86,-79,-39
-69,-83,-81
-35,-54,-96
-15,-35,-95
-5,-25,-83
6,-22,-74
-2,-27,-49
-10,-30,-33
-11,-40,-10
-37,-50,15
-54,-73,11
-59,-80,9
-59,-103,-7
-61,-85,-23
-37,-58,-58
-9,-23,-84
15,7,-85
44,20,-60
52,21,-43
121,-10,-21
44,-23,-10
-21,-61,-9
-66,-76,-22
-93,-90,-45
-84,-85,-41
-70,-67,-55
-54,-25,-64
-28,31,-63
-13,53,-60
-11,57,-48
-17,61,-23
-33,47,5
-60,-6,18
-74,-37,-4
-73,-40,-46
-69,-40,-75
-66,-32,-90
-1,24,-85
29,52,-66
31,50,-42
-9,15,-21
-61,-31,-23
-84,-70,-32
-61,-84,-41
-54,-78,-50
-48,-71,-57
-18,-39,-78
1,4,-78
10,23,-47
13,29,-31
17,23,-15
26,4,-18
29,-4,-18
25,-32,-15
9,-72,6
1,-86,15
-24,-98,10
-48,-83,-37
-58,-82,-71
-48,-55,-83
-12,11,-81
18,37,-72
35,46,-48
11,40,-21
-17,2,5
-39,-51,24
-61,-76,30
-76,-86,13
-78,-87,5
-80,-73,-9
-38,-41,-17
4,-15,-24
24,14,-24
18,24,-20
23,23,1
14,19,21
9,17,29
-27,7,35
-66,-16,18
-81,-28,-8
-87,-45,-29
-94,-76,-28
-83,-70,-48
-74,-63,-55
-51,-36,-64
-14,-3,-52
8,22,-32
0,11,-19
-33,-19,10
-68,-72,27
-77,-96,17
-60,-90,14
-49,-69,-11
-42,-42,-49
-10,13,-69
27,31,-49
40,23,-35
44,15,-14
42,-14,-19
-12,-26,-20
-46,-59,-46
-75,-76,-56
-76,-50,-60
-55,-20,-78
-26,-9,-82
22,4,-76
43,10,-69
54,16,-61
57,14,-42
62,4,-22
62,0,-19
35,-23,-17
-14,-52,-5
-43,-60,3
-53,-64,-17
-62,-56,-47
-38,-28,-66
-25,-14,-71
-10,21,-61
-4,58,-47
6,73,-39
9,68,-26
-4,38,-1
-38,-1,16
-59,-30,20
-73,-57,38
-80,-61,3
-79,-59,-13
-55,-30,-36
-14,2,-42
25,36,-41
63,89,-25
77,108,-16
85,142,4
68,162,33
58,163,44
17,130,69
-33,100,79
-68,66,75
-104,45,66
-115,34,58
-140,21,49
-142,22,47
-135,21,43
-129,35,62
-141,15,84
-174,-17,93
-215,-55,96
-261,-109,97
-268,-128,92
-268,-166,86
-228,-211,42
-145,-243,-13
-100,-245,-37
-67,-251,-82
-48,-249,-135
-32,-233,-167
8,-213,-172
29,-188,-153
38,-154,-136
35,-149,-114
14,-162,-105
7,-154,-91
19,-148,-90
27,-115,-102
59,-53,-119
117,22,-102
137,55,-75
144,93,-58
130,114,-43
136,126,-34
120,120,-21
64,88,1
36,69,11
15,28,5
-4,-6,-4
-23,-6,-12
-21,17,-34
-19,32,-32
6,38,-29
46,39,-28
68,52,-14
75,56,-1
66,51,5
60,37,6
46,9,27
26,-24,41
-7,-40,30
-29,-37,22
-31,-33,-4
-20,-9,-24
8,18,-6
20,29,2
26,21,7
39,27,2
44,29,0
66,36,-89
45,18,-16
0,-22,18
-35,-47,28
-34,-58,15
-26,-44,-12
-16,-38,-14
24,-19,0
72,12,20
79,29,22
65,47,12
52,70,19
20,60,35
-15,30,34
-30,15,32
-51,-21,33
-60,-23,9
-48,-12,-2
-40,-6,-18
-1,-8,-24
39,16,-24
72,36,-20
79,36,2
57,20,34
1,-9,45
-27,-60,43
-34,-81,41
-35,-53,24
-8,-23,14
32,8,10
63,44,12
72,68,41
72,66,66
57,62,74
47,44,62
40,34,56
21,5,51
-12,-30,55
-33,-31,48
-41,2,17
-43,17,3
-27,27,9
-3,52,19
74,63,30
105,64,39
107,62,42
90,57,47
53,35,66
23,25,57
2,18,42
-12,13,31
10,8,21
37,24,22
49,45,18
73,64,19
85,73,19
68,76,33
63,64,47
28,40,73
-16,28,73
-27,14,51
-30,-3,25
-3,6,9
38,38,18
74,68,29
77,102,45
86,111,69
80,98,81
46,75,101
28,62,119
-6,31,121
-9,12,94
-13,-2,55
-17,-17,14
10,6,-5
51,50,18
82,90,57
85,120,66
82,128,49
68,101,40
45,42,47
32,13,47
-7,-21,35
-4,-6,34
15,11,21
52,50,11
66,77,16
69,86,32
54,80,63
35,69,74
25,76,93
25,66,109
11,46,82
5,35,66
-17,24,40
-19,31,41
-18,32,40
-4,37,47
40,48,27
58,51,17
97,63,8
112,75,24
104,82,44
96,81,51
92,60,55
70,35,72
49,18,65
55,1,39
34,-12,7
20,-7,-8
52,26,-7
107,80,6
127,100,13
148,102,15
151,80,24
123,76,36
96,63,38
79,33,47
48,18,49
8,-7,61
12,-12,56
13,-14,37
36,5,26
41,23,9
41,30,2
71,58,-1
104,80,14
104,79,36
112,72,54
114,54,80
96,53,90
54,56,73
19,21,57
13,13,53
19,21,45
-74,42,47
-10,30,59
36,79,59
86,98,57
119,106,32
116,89,71
81,56,87
52,21,91
54,35,82
67,63,86
69,72,71
89,100,61
116,104,49
132,106,77
122,101,100
93,79,94
57,52,88
18,26,83
0,13,64
-13,-2,52
-7,-18,55
0,-6,60
18,8,66
55,43,65
79,94,54
66,103,66
57,103,73
50,99,72
35,82,67
23,40,76
4,19,88
6,28,80
37,44,46
47,79,13
69,114,13
93,113,35
86,101,45
79,99,64
66,92,102
26,65,113
2,49,112
-9,40,100
9,1,63
21,35,36
54,90,54
103,110,60
140,122,70
137,145,91
124,160,108
100,161,114
55,124,121
20,82,120
30,72,119
36,88,107
43,113,86
75,133,80
85,135,75
116,135,70
140,139,95
142,131,125
122,130,132
73,105,146
42,92,137
36,66,124
57,85,91
83,108,71
118,122,83
127,138,113
128,142,136
116,107,152
74,76,152
49,58,142
40,65,125
41,75,106
63,89,97
70,127,84
103,158,85
117,178,90
129,173,117
128,145,130
115,125,129
69,87,122
33,60,131
25,45,127
28,62,108
30,89,89
70,97,80
115,120,80
119,154,95
134,163,117
134,159,122
136,138,129
112,117,141
92,86,146
70,54,128
59,36,98
62,54,75
71,76,69
100,102,87
131,163,117
158,202,129
163,199,134
151,154,135
113,97,140
85,46,156
75,34,151
66,55,132
43,62,117
49,79,110
88,104,111
111,131,121
115,145,139
121,135,138
117,127,146
95,113,153
63,104,159
54,96,152
71,105,129
90,119,113
122,166,104
153,192,117
149,208,138
147,224,161
138,219,172
110,171,174
86,138,182
83,137,174
98,131,162
101,121,133
122,148,114
137,189,95
158,214,95
162,222,107
137,216,133
100,201,154
61,159,150
34,129,155
27,111,153
24,106,132
39,112,127
91,145,118
127,187,119
147,215,123
155,210,139
151,197,139
135,194,180
121,162,205
104,129,199
92,109,187
78,95,151
63,102,112
75,127,98
100,165,105
115,202,104
143,235,112
144,249,145
133,214,180
110,165,193
99,118,188
102,98,167
119,93,143
121,87,125
124,101,115
142,149,100
143,163,89
155,167,127
157,160,161
144,171,169
148,187,173
110,162,185
58,118,187
44,84,174
61,90,143
94,113,122
113,136,110
153,176,162
164,201,174
158,196,204
147,185,207
136,168,200
132,165,187
125,170,183
126,192,168
146,230,164
189,278,186
215,310,205
207,324,226
177,337,246
144,333,261
96,317,251
59,266,230
50,202,228
36,159,210
0,160,212
-30,174,246
-49,182,267
-39,178,261
-14,143,263
-15,86,273
-23,34,268
0,0,249
35,-40,197
65,-69,139
92,-96,108
110,-92,86
146,-39,95
189,23,102
192,58,109
192,86,117
196,103,137
198,101,162
196,83,162
181,88,141
178,86,125
184,111,95
200,159,76
219,202,87
242,249,104
252,285,136
246,306,150
238,297,157
221,260,164
196,227,176
189,208,175
197,206,169
215,206,165
220,220,174
211,215,170
205,232,192
213,266,204
222,257,222
218,230,214
181,203,208
154,185,221
145,193,210
141,195,165
161,195,134
201,220,158
239,258,161
250,291,177
228,290,219
195,272,231
166,240,232
147,218,217
159,201,192
167,188,188
164,194,202
155,216,208
171,216,201
191,220,189
183,218,195
184,217,202
190,228,205
154,210,218
107,177,209
103,146,208
109,133,212
128,149,199
178,180,182
207,227,187
215,262,218
228,256,241
235,252,246
207,241,247
174,209,243
137,165,251
104,147,267
100,151,261
132,174,227
173,201,221
197,239,224
199,260,211
191,260,217
169,250,230
151,219,241
128,194,249
108,172,236
91,186,218
105,214,188
123,224,197
149,248,186
181,263,182
186,257,211
188,256,214
198,258,220
193,246,212
171,209,202
148,165,239
148,147,251
174,180,223
211,234,206
237,271,199
249,280,203
242,272,223
238,255,221
229,241,235
207,213,260
143,175,268
104,164,245
105,162,212
126,169,196
147,216,195
169,265,178
171,278,165
185,270,151
193,247,158
188,228,198
178,203,227
159,167,235
146,132,231
137,131,219
152,138,214
169,177,214
186,214,214
194,239,203
210,265,209
225,280,238
213,270,270
172,235,259
142,202,246
132,189,247
121,174,248
148,206,240
184,198,228
221,215,230
239,243,239
242,226,241
218,209,240
181,211,244
167,189,245
179,158,230
209,177,215
227,200,199
247,222,193
244,263,200
250,279,215
240,278,234
256,279,254
246,266,251
199,183,275
186,175,265
199,199,238
215,208,241
229,237,239
246,274,243
263,282,248
255,257,251
231,219,254
200,186,259
162,177,262
151,188,244
159,199,223
169,205,225
190,221,207
224,262,191
245,301,209
251,302,219
241,282,220
229,259,210
194,229,221
161,206,228
134,185,229
115,167,218
125,177,209
149,189,196
165,185,180
199,225,202
243,233,202
245,236,214
234,232,221
210,220,257
173,204,260
164,185,260
168,184,252
164,185,228
186,193,204
216,237,199
216,267,198
221,282,203
249,279,140
256,259,220
235,242,258
217,212,273
198,174,278
177,165,275
159,153,249
183,201,232
215,244,213
229,278,218
228,304,254
209,274,270
190,247,264
169,226,260
175,201,256
176,192,241
190,160,241
222,240,228
249,273,218
258,298,233
269,300,260
243,274,277
193,248,282
161,224,270
136,206,261
129,211,239
138,227,229
153,207,233
166,239,223
202,263,226
229,274,224
231,271,230
207,256,221
176,250,228
141,229,242
108,204,248
74,215,252
75,218,239
114,213,216
172,235,212
202,262,206
217,266,201
213,270,212
229,279,250
203,263,267
167,238,242
138,206,217
118,184,193
99,165,171
91,170,153
115,198,148
145,240,159
152,248,175
188,272,198
203,253,199
206,252,232
203,239,236
174,219,229
122,189,215
79,169,195
96,176,171
140,188,167
163,234,171
175,265,166
196,278,163
200,265,196
184,217,218
160,158,224
143,152,228
123,159,218
114,166,196
154,219,197
195,263,192
210,276,181
211,285,190
210,299,211
196,270,234
180,243,233
138,215,217
105,167,196
105,151,177
100,159,175
115,163,171
138,185,163
158,209,165
163,208,175
159,202,198
152,211,213
129,205,205
108,172,190
94,145,190
117,148,187
144,160,174
159,184,153
158,185,138
178,208,125
192,219,155
187,220,161
179,212,184
158,190,204
141,171,203
83,152,203
46,124,197
50,106,191
63,106,169
88,124,146
112,149,133
144,175,140
152,201,163
166,203,166
125,181,189
95,163,201
80,129,193
69,107,181
62,101,145
55,80,99
80,79,77
128,123,87
155,152,89
157,155,120
147,152,145
143,135,165
134,121,167
123,100,168
114,79,151
106,62,129
81,58,113
132,146,109
162,201,122
177,216,145
176,212,149
168,203,150
118,178,155
53,140,165
27,113,165
34,100,147
43,96,134
62,124,121
68,130,112
98,171,103
119,181,106
107,175,125
114,169,158
107,151,176
75,139,170
54,126,160
46,127,128
40,122,107
63,121,96
95,121,96
127,152,88
155,172,96
161,173,95
164,157,111
142,135,128
125,119,138
105,106,136
85,88,115
71,76,97
48,70,93
40,65,97
64,108,103
124,160,83
145,176,70
166,189,74
143,184,111
125,172,123
110,174,147
94,202,185
65,212,212
35,194,217
11,183,204
-10,173,204
-2,182,193
7,204,212
0,226,210
8,210,237
0,175,262
-4,151,261
-52,120,270
-117,66,266
-158,8,253
-169,-19,234
-164,-58,212
-142,-101,170
-71,-111,108
-35,-92,51
76,-53,17
155,-32,17
173,-28,36
159,-24,61
145,-36,57
145,-39,42
148,-34,29
171,-1,-6
200,51,-7
234,112,24
238,134,37
251,193,44
249,229,65
224,231,94
205,214,103
187,196,102
169,167,118
124,150,118
87,161,108
99,182,105
100,183,99
102,180,86
98,197,91
97,194,89
129,212,88
137,210,88
159,207,84
152,189,125
141,172,137
122,157,138
93,138,123
72,122,103
64,109,89
71,105,83
87,114,88
107,143,96
135,164,112
141,165,113
147,165,117
134,162,130
122,153,129
91,145,137
68,111,146
54,90,145
39,68,137
28,57,115
52,57,92
67,74,80
93,108,75
101,118,69
111,174,94
123,194,103
122,193,102
109,168,93
68,115,107
46,86,109
35,47,107
21,37,109
14,30,105
19,47,108
21,73,102
32,81,95
52,104,79
74,118,71
81,119,63
59,117,82
48,105,115
52,92,130
42,85,131
36,78,126
7,69,120
12,63,88
14,57,49
25,62,29
63,79,31
110,100,57
126,110,66
120,124,71
112,120,79
94,112,80
77,88,85
45,62,95
10,51,78
-7,42,66
3,37,56
29,34,40
43,71,24
67,108,28
93,128,60
100,137,106
83,132,125
72,123,127
40,81,118
12,37,97
-9,23,84
-5,18,66
6,33,41
11,38,28
32,59,19
56,84,20
64,91,20
73,91,34
79,84,63
78,77,73
51,65,91
9,49,114
-37,24,105
-62,21,86
-55,19,68
-31,22,50
4,41,37
45,74,39
64,104,48
80,104,58
77,100,69
51,81,69
-2,32,72
-39,-8,80
-53,-13,75
-52,11,67
-34,27,50
-1,46,48
16,75,48
48,81,57
60,80,58
49,52,80
33,7,80
2,-22,69
-25,-16,59
-31,2,46
-32,10,38
-12,27,33
29,67,39
55,100,55
48,122,84
42,130,92
40,128,80
15,98,71
-30,61,76
-55,39,75
-57,32,57
-55,28,38
-43,39,27
-11,55,23
4,60,20
50,68,28
69,63,32
63,86,26
57,92,22
55,99,28
42,75,48
17,37,72
5,18,84
8,-2,85
12,-23,61
3,-31,43
13,4,33
50,48,28
65,65,25
75,70,24
81,80,22
70,80,23
57,72,35
36,38,41
6,-2,44
-21,-21,43
-29,-5,9
-31,2,-7
-32,25,-30
-18,21,-39
23,25,-14
71,49,-3
95,60,-2
78,62,3
60,36,6
7,9,21
-35,6,40
-52,5,47
-42,-2,33
-30,3,17
-10,23,14
0,32,12
21,36,10
47,59,17
45,57,13
53,33,25
49,23,39
24,4,45
-7,-19,54
-28,-4,38
-14,-7,10
10,9,0
33,37,-1
60,68,-1
79,85,29
83,89,54
65,60,63
36,38,65
21,27,63
5,22,68
-25,19,64
-36,17,60
-35,0,43
-22,-12,20
-11,-14,18
-6,-14,16
-2,9,4
35,35,0
42,54,18
44,60,29
23,62,33
11,51,36
-18,16,47
-30,0,50
-44,-4,47
-46,-6,25
-49,-11,13
-44,-5,2
-30,13,-9
-9,35,-9
6,50,-6
28,52,13
37,50,25
28,36,29
-10,22,39
-38,19,40
-63,12,26
-71,9,19
-76,-11,9
-70,-8,-12
-51,20,-26
-39,32,-31
20,60,0
63,65,25
71,73,48
