lead1,lead2,lead3
-47,-111,-62
-36,-94,-87
2,-55,-86
42,-19,-80
59,4,-65
54,-2,-28
35,-17,-12
-10,-57,-22
-49,-78,-35
-60,-94,-63
-59,-102,-76
-65,-87,-78
-65,-75,-75
-40,-74,-65
4,-59,-67
33,-37,-72
22,-45,-60
-15,-68,-41
-35,-89,-18
-42,-120,-17
-43,-128,-16
-63,-121,-36
-61,-115,-48
-40,-81,-56
-14,-49,-87
3,-28,-86
9,-36,-72
12,-51,-67
-42,-78,-58
-100,-111,-54
-121,-115,-54
-121,-136,-51
-91,-118,-89
-65,-93,-101
-30,-74,-87
-3,-43,-75
7,-19,-65
11,-20,-66
-10,-54,-46
-19,-63,-23
-67,-53,-11
-86,-46,-41
-96,-88,-75
-96,-104,-86
-80,-60,-74
-41,-38,-69
-17,-13,-57
-34,-1,-49
-45,-18,-49
-71,-65,-49
-80,-83,-53
-88,-94,-51
-96,-88,-61
-88,-66,-67
-68,-41,-76
-45,-29,-80
-26,-13,-100
0,8,-115
12,16,-79
29,19,-59
24,-4,-73
-3,-59,-76
-37,-90,-77
-63,-105,-78
-52,-115,-99
-28,-106,-116
-10,-81,-115
17,-54,-124
44,-35,-137
59,-13,-134
62,-10,-99
36,-27,-57
7,-53,-45
-4,-64,-46
-10,-69,-91
9,-48,-90
15,-36,-85
20,-24,-79
38,-16,-71
11,-19,-64
-4,-30,-56
6,-68,-31
-11,-102,-11
-35,-115,-34
-42,-126,-68
-25,-107,-82
6,-75,-97
27,-54,-95
40,-35,-70
45,-30,-48
39,-44,-23
8,-74,-12
-12,-114,-24
-33,-124,-49
-46,-114,-72
-44,-116,-85
-11,-105,-91
4,-69,-86
19,-49,-78
24,-11,-70
38,16,-63
24,18,-44
0,-7,-22
-30,-46,-10
-60,-73,-22
-70,-73,-43
-50,-77,-50
-26,-86,-62
1,-60,-67
29,-15,-58
54,-7,-47
46,5,-43
27,18,-12
-7,8,3
-40,-32,-9
-52,-75,-32
-67,-66,-61
-61,-29,-78
-19,10,-91
14,34,-102
33,37,-111
41,5,-100
23,-9,-75
-12,-31,-54
-30,-58,-42
-51,-87,-47
-75,-103,-57
-89,-109,-76
-91,-106,-81
-97,-108,-86
-52,-34,-74
-11,1,-65
35,14,-68
43,19,-50
23,-1,-38
13,-9,-31
-25,-55,-32
-49,-79,-23
-40,-91,-27
-34,-94,-49
-36,-65,-66
-38,-33,-84
-6,-16,-88
27,-11,-84
27,-15,-69
20,-46,-49
16,-62,-33
-2,-73,-16
-10,-74,-8
-40,-93,-44
-51,-97,-58
-61,-94,-69
-75,-87,-50
-77,-80,-22
-57,-40,-8
-5,8,-23
15,48,-39
23,50,-30
19,49,-24
6,16,-23
0,1,-25
-18,-22,-25
-27,-67,-25
-30,-83,-24
-43,-118,-48
-52,-140,-61
-54,-143,-64
-35,-108,-61
-17,-71,-70
-9,-51,-70
10,-25,-72
32,5,-66
40,18,-60
40,17,-54
25,8,-37
17,4,-27
7,-22,-26
2,-77,-33
-7,-98,-35
-31,-125,-33
-40,-131,-43
-46,-125,-45
-43,-111,-49
-30,-93,-62
-23,-80,-64
-6,-44,-80
0,-4,-47
4,-6,-39
-15,-27,-33
-37,-49,-28
-54,-73,-34
-63,-76,-50
-49,-59,-63
-15,-30,-71
25,4,-82
65,20,-75
64,34,-39
36,41,-3
22,42,10
-1,10,5
-11,-3,-16
-28,-9,-36
-33,-16,-43
-25,-48,-66
-17,-43,-93
-1,-13,-87
15,3,-55
16,12,-24
14,24,-1
3,2,33
-17,-37,28
-35,-84,-6
-45,-104,-35
-47,-84,-66
-38,-44,-86
-7,-8,-83
19,14,-67
36,17,-45
38,1,-25
7,-24,-10
-7,-43,-15
-43,-50,-28
-77,-80,-33
-98,-103,-34
-87,-94,-25
-63,-88,-8
-33,-72,-32
-17,-52,-52
6,-40,-46
32,-39,-41
11,-14,-26
-18,-35,-26
-29,-42,-23
-53,-69,-20
-50,-82,-23
-36,-61,-23
-38,-45,-21
-28,-22,-38
9,7,-56
39,15,-48
47,13,-62
24,-22,-39
-17,-65,-27
-58,-72,-50
-65,-66,-77
-60,-52,-87
-50,-26,-74
-21,-17,-70
18,-15,-71
27,12,-67
7,22,-53
-2,25,-25
-5,14,-11
-28,-33,3
-51,-81,-10
-61,-84,-32
-62,-68,-33
-58,-53,-44
-36,-28,-69
3,6,-97
27,29,-89
25,47,-57
33,51,-35
42,46,-15
0,48,1
-40,48,10
-56,48,25
-60,46,12
-62,67,0
-60,83,16
-52,86,-13
-55,91,26
-64,100,48
-84,80,66
-117,23,64
-155,-28,64
-201,-60,75
-240,-101,75
-253,-161,63
-227,-185,24
-173,-169,-16
-98,-157,-50
-30,-171,-93
8,-197,-108
8,-204,-113
-16,-210,-109
-42,-219,-118
-52,-227,-132
-30,-211,-143
7,-170,-156
36,-122,-195
78,-97,-221
124,-78,-172
116,-52,-134
108,-17,-84
78,-19,-62
45,-35,-56
39,-37,-62
40,-21,-70
40,11,-67
67,32,-60
92,66,-61
85,78,-38
71,70,-32
53,54,-7
15,21,18
-11,-6,5
-21,-11,-15
-21,-12,-23
2,-6,-35
29,2,-57
53,13,-53
58,39,-43
44,50,-36
42,45,-29
39,30,-3
9,3,28
-5,-14,25
-31,-21,3
-29,-10,-6
-22,-5,-41
-5,-8,-60
31,5,-59
53,30,-58
54,42,-49
49,53,-36
28,48,-1
-13,-6,17
-44,-66,4
-64,-92,11
-60,-89,-2
-30,-78,-29
9,-46,-38
21,-7,-38
40,12,-31
60,13,-33
63,-3,-9
47,-32,19
21,-59,30
-19,-64,24
-37,-55,12
-43,-32,2
-21,4,-31
16,35,-48
28,35,-44
32,26,-25
36,17,16
-3,-35,35
-29,-78,21
-43,-83,6
-58,-64,-13
-56,-44,-30
-3,-31,-45
41,-19,-65
49,-1,-58
50,8,-44
38,12,-30
7,-6,-22
-16,-33,-12
-15,-54,-8
-38,-71,-16
-72,-83,-29
-68,-74,-46
-35,-41,-51
-17,-16,-45
-7,0,-50
-3,14,-47
-13,27,-32
-15,5,-2
-25,-5,12
-40,-14,7
-32,-31,-3
-49,-17,3
-38,12,-6
1,40,-17
17,49,-16
24,28,-5
28,18,-2
17,2,0
-4,1,-4
-32,-22,2
-60,-53,15
-69,-69,20
-62,-67,5
-51,-56,-25
-23,-51,-28
12,-27,-17
25,2,9
26,8,24
-1,-4,22
-36,-31,13
-59,-75,7
-76,-102,-1
-65,-83,-7
-49,-60,-25
-21,-39,-41
17,-8,-41
50,20,-30
57,28,-8
36,24,-7
7,19,-3
-40,-30,24
-52,-51,24
-46,-53,-2
-12,-46,-19
34,-7,-12
53,22,-10
55,34,-6
32,29,-4
20,18,14
19,17,22
15,1,-5
11,-17,-26
-7,-30,-33
-14,-32,-35
-16,-23,-50
-4,-18,-54
20,8,-46
57,43,-40
76,50,-2
78,35,15
68,21,8
47,11,4
-5,-16,11
-46,-25,9
-45,-29,-23
-22,-26,-48
11,4,-82
45,39,-93
58,53,-83
72,50,-56
58,49,-18
49,46,24
38,19,28
9,-2,-1
-4,-8,-18
-3,-10,-29
-11,-12,-32
12,19,-43
26,54,-41
32,67,-38
52,85,-19
74,89,16
70,76,28
31,35,42
-10,0,39
-36,-16,24
-39,-37,-8
-24,-55,-44
4,-35,-46
28,12,-33
50,46,-21
62,68,0
52,66,24
14,45,40
-15,-5,33
-26,-44,7
-19,-33,-44
0,-26,-57
35,-9,-50
70,23,-37
67,52,-23
45,54,-8
35,37,10
8,10,29
-19,-23,18
-30,-40,-3
-39,-34,-30
-26,-34,-56
14,-17,-49
50,2,-24
60,29,-8
58,48,4
51,45,22
15,12,25
-8,-32,21
-29,-56,18
-37,-62,-1
-39,-62,-9
-31,-69,-33
-13,-55,-53
18,-4,-47
30,34,-22
23,37,7
19,24,19
0,11,26
-36,-13,46
-54,-41,35
-60,-61,5
-46,-75,-5
-20,-64,-1
16,-21,-1
56,29,16
76,59,24
69,56,19
63,52,14
4,-5,12
-47,-20,13
-74,-24,-9
-54,-24,-19
-19,-12,-20
19,17,-30
53,44,-27
54,63,-15
71,70,14
75,59,35
74,51,27
36,10,22
-4,-15,38
-22,-25,21
-22,-7,-21
34,27,-40
68,47,-24
59,50,25
42,37,43
6,18,45
-24,-24,54
-22,-50,51
-35,-45,35
-47,-25,29
-50,-15,13
-48,-12,6
-16,-12,-5
30,2,-6
48,14,8
48,10,8
28,1,11
-4,-15,13
-34,-30,7
-51,-17,11
-50,0,10
-31,-1,2
-9,4,-3
17,27,2
38,62,1
54,64,-1
43,49,-3
9,32,13
-34,11,25
-52,1,19
-57,-39,16
-42,-51,-8
-21,-22,-19
2,5,-14
33,21,-23
66,57,-21
80,72,-16
56,55,-10
16,31,4
-14,7,0
-49,-3,2
-58,-1,3
-53,-13,-14
-45,-22,-19
-19,3,-26
22,30,-15
43,36,-9
61,36,-4
58,38,22
34,19,49
7,-27,50
-19,-54,33
-20,-46,18
-4,-47,3
35,-3,-19
61,16,-27
69,23,-5
58,12,4
40,-6,10
-7,-50,6
-59,-86,-11
-71,-95,-13
-54,-84,-2
-39,-63,-7
-4,-16,-10
12,24,-7
34,40,-5
41,60,-1
53,67,14
59,41,22
59,28,24
30,4,24
-10,-19,10
-40,-61,4
-48,-79,-10
-20,-63,-17
20,-26,-24
38,18,-36
51,46,-36
75,39,-27
76,19,-18
42,-10,1
25,-22,9
-1,-45,5
-20,-51,6
-29,-47,-4
-43,-43,-35
-37,-19,-41
-7,10,-29
26,20,-8
47,42,8
65,63,9
56,47,21
36,29,33
26,28,27
-15,-5,7
-24,-29,-16
-12,-7,-32
22,20,-38
36,35,-40
65,41,-39
62,55,-36
47,63,7
28,64,35
-1,53,46
-30,47,24
-53,58,15
-62,77,21
-57,93,28
-46,115,36
-35,141,50
-49,102,75
-102,58,101
-170,0,129
-228,-66,126
-242,-104,123
-249,-116,97
-236,-112,81
-214,-88,52
-149,-56,14
-58,-52,-25
-7,-82,-33
5,-133,-36
0,-187,-43
-20,-211,-55
-27,-211,-58
-33,-186,-71
-30,-180,-85
-11,-170,-96
24,-141,-109
87,-103,-100
124,-50,-97
154,15,-94
165,69,-65
153,98,-17
129,79,-11
89,56,-15
63,65,9
44,77,17
46,74,10
71,81,-6
96,88,-11
108,100,-16
124,108,1
106,98,22
85,69,23
65,34,12
34,3,3
19,-10,-1
2,-7,18
0,-5,6
5,17,-12
7,26,-19
28,45,-17
42,55,-3
51,60,3
54,57,28
53,16,41
41,-4,44
8,-30,34
-18,-20,8
-49,2,-15
-69,10,-31
-35,5,-51
22,19,-40
63,47,-11
67,47,15
37,36,40
3,33,52
-19,17,35
-27,2,10
-22,1,-10
-5,6,-10
28,18,-3
60,26,-1
71,29,-1
73,46,21
65,67,37
59,73,43
51,51,50
30,12,59
8,-11,49
-4,-37,36
-2,-40,30
6,-39,9
25,-16,-10
69,31,-9
75,79,4
39,95,17
27,68,23
14,20,19
-6,-38,11
-27,-63,3
-50,-60,-9
-41,-36,-11
7,6,-18
43,27,-15
62,34,0
64,37,16
62,37,20
48,25,21
34,5,22
1,-18,23
-35,-32,32
-34,-30,20
-48,-11,2
-51,7,-15
-29,41,-47
8,76,-44
41,81,-29
46,65,-9
41,53,11
21,17,14
-15,-35,-9
-31,-50,-14
-12,-33,8
-3,-24,17
11,-16,3
11,-1,-16
10,26,-32
24,45,-22
44,53,10
17,22,15
-32,-5,8
-68,-32,-31
-75,-48,-80
-65,-36,-88
-42,-6,-78
-3,30,-87
19,37,-92
9,44,-60
5,30,-30
25,11,-26
16,3,-18
-6,-18,-21
-46,-49,-26
-60,-67,-40
-62,-54,-60
-40,-17,-69
3,26,-72
28,53,-65
18,42,-51
13,31,-18
-8,19,1
-17,-10,-4
-24,-22,-15
-17,-24,-19
-16,-39,-43
-10,-51,-61
4,-20,-78
37,29,-81
50,50,-78
49,63,-47
32,49,-20
14,28,6
19,1,29
20,-22,42
15,-34,33
17,-51,-10
10,-64,-49
22,-40,-44
37,4,-27
49,32,-30
50,56,-27
59,64,-14
72,44,-7
48,1,-10
15,-30,-18
22,-48,-17
47,-46,-7
61,-28,-32
66,-2,-62
69,13,-34
64,19,2
59,30,18
49,12,25
-7,-26,8
-40,-27,-9
-37,-20,-29
-19,-26,-47
4,-10,-56
25,26,-67
33,41,-69
45,52,-58
50,41,-53
51,15,-23
21,-21,-7
7,-35,1
-33,-57,-6
-37,-52,-11
-36,-43,-23
-17,-20,-44
-7,-8,-50
32,18,-33
72,38,-16
80,51,-8
58,60,1
45,61,5
22,48,14
4,16,29
-29,-12,29
-42,-24,27
-67,-49,30
-39,-56,16
-8,-41,-9
7,-33,-20
13,-5,-30
28,45,-22
45,69,-12
57,62,-13
57,37,3
25,15,28
-23,-18,29
-40,-66,23
-37,-73,4
-35,-75,-22
-27,-53,-33
-22,-17,-26
19,7,-33
64,14,-28
73,28,-13
60,24,4
51,7,23
30,-1,31
10,-20,31
-8,-35,16
-24,-34,1
-36,-10,-12
-10,16,-6
27,43,-17
73,47,-28
76,60,-18
55,50,-3
3,0,22
-2,-31,1
-11,-42,-15
-5,-34,-34
2,-5,-48
19,32,-44
26,52,-34
13,42,-15
3,9,15
-16,-23,27
-44,-47,27
-50,-64,15
-140,-52,-8
-71,-44,-30
-35,-10,-39
7,21,-30
48,34,-12
67,32,-3
69,28,-2
58,23,8
32,-13,19
4,-44,27
-29,-56,8
-55,-88,-18
-47,-108,-41
9,-78,-56
53,-24,-46
69,32,-10
73,56,7
63,41,10
56,33,11
44,1,22
30,-32,11
23,-45,5
9,-57,-22
1,-67,-55
-10,-68,-76
-5,-54,-66
34,-19,-47
25,3,-17
14,23,20
3,11,46
-21,-29,50
-41,-50,24
-48,-57,12
-36,-67,12
-49,-55,8
-43,-43,-4
-18,-15,-21
1,5,-38
28,19,-43
35,33,-39
48,24,-15
44,-6,11
9,-47,29
-17,-59,19
-13,-60,1
10,-38,-24
34,-6,-36
47,10,-33
47,22,-9
40,25,10
28,1,22
-7,-33,23
-42,-58,21
-41,-57,12
-23,-45,3
6,-34,-19
24,-14,-45
32,33,-38
26,52,-27
39,54,-20
52,43,-14
58,35,4
47,2,16
25,-41,22
1,-69,5
-12,-69,-33
-24,-59,-69
-2,-25,-89
34,18,-68
49,50,-42
49,62,-28
49,57,-34
49,36,-22
49,16,-9
26,-11,-2
14,-22,2
-11,-15,-15
-25,-11,-22
-34,-11,-22
-8,-9,-27
22,30,-22
57,61,-35
67,49,-44
53,31,-35
26,4,-20
1,-52,-4
-22,-94,11
-44,-103,-1
-46,-89,-26
-28,-53,-37
4,-10,-34
43,27,-37
57,36,-28
74,55,-4
78,61,6
73,44,3
48,-9,2
-6,-69,8
-30,-62,-5
-7,-52,-22
41,-14,-31
77,9,-44
90,11,-31
87,10,-27
81,9,-24
58,17,-22
29,6,-14
5,-39,-18
-1,-76,-24
-3,-89,-25
-9,-87,-22
2,-58,-32
26,-11,-48
36,11,-53
46,42,-62
49,58,-39
49,63,-27
49,40,-14
49,18,-2
11,-8,8
-7,-19,12
-22,-25,18
-31,-26,8
-44,-35,6
-34,-43,-4
-12,-17,-10
9,15,-14
31,13,-15
35,-1,-10
26,37,15
21,53,23
18,82,45
1,66,65
-7,56,71
-39,40,34
-66,60,22
-74,87,21
-55,96,34
-19,114,38
0,124,76
-4,114,90
-37,104,92
-85,52,94
-152,-26,102
-204,-113,103
-232,-189,96
-254,-223,92
-251,-240,62
-196,-235,46
-107,-202,-6
-10,-154,-78
61,-136,-115
78,-143,-113
78,-152,-134
66,-182,-117
30,-213,-91
19,-229,-95
38,-204,-121
65,-163,-124
112,-115,-110
144,-64,-96
178,-3,-73
181,35,-48
152,30,-26
132,27,-6
93,11,4
62,14,2
42,22,-24
42,42,-28
49,45,-31
61,55,-44
73,83,-58
76,92,-53
74,82,-54
41,58,-62
-15,15,-47
-48,-21,-20
-50,-52,-10
-49,-63,-9
-36,-59,-8
-9,-38,-8
11,-6,-21
22,41,-45
39,53,-56
48,42,-36
55,33,-14
53,5,-2
46,-26,3
35,-45,-6
18,-42,-24
-3,-24,-39
0,-12,-44
26,-2,-38
49,7,-35
56,24,-25
33,29,-20
13,6,-25
3,-4,-25
-6,-22,-18
-18,-47,-12
-30,-43,-14
-35,-16,-32
-32,-23,-29
9,-27,-22
29,-13,-18
31,13,-6
22,14,-4
6,0,2
-17,-8,3
-50,-24,-29
-66,-60,-51
-45,-94,-61
-33,-104,-62
-24,-75,-95
-19,-57,-105
15,-6,-108
57,14,-90
47,5,-62
30,-9,-57
-15,-24,-32
-49,-60,-12
-56,-93,-9
-36,-94,-22
-9,-59,-28
4,-41,-30
36,21,-26
61,48,-23
56,41,-25
31,28,-6
5,-5,-3
-6,-19,-2
-25,-45,-9
-41,-61,-21
-49,-95,-42
-41,-103,-47
-21,-75,-52
-15,-34,-68
9,-3,-67
38,2,-53
50,9,-38
33,13,-29
21,-2,-18
6,-37,-8
-28,-55,-12
-66,-54,-29
-80,-45,-40
-60,-51,-32
-38,-33,-20
-26,-23,-14
-17,5,-31
1,20,-46
25,20,-27
26,16,1
1,-2,32
-11,-9,44
-33,-45,52
-45,-74,45
-51,-73,19
-47,-69,4
-52,-32,-7
-32,21,-19
6,42,-22
29,47,-23
39,46,1
37,24,9
12,-16,16
-22,-45,20
-43,-54,2
-52,-61,-16
-36,-55,-33
-5,-43,-52
21,2,-40
31,20,-12
48,27,2
44,4,42
-2,-60,37
-25,-85,10
-25,-105,-19
-23,-108,-31
-31,-104,-39
-27,-84,-51
9,-46,-51
25,-26,-42
27,-12,-36
15,-4,-38
34,8,-23
36,-4,-16
35,-10,-26
-3,-38,-29
-26,-59,-31
-19,-56,-32
-9,-42,-45
-5,-33,-48
-10,-32,-56
1,-23,-44
41,29,-21
57,50,-9
61,73,-1
49,68,-22
39,42,-21
-6,-2,-23
-43,-45,-25
-40,-67,-30
-36,-62,-39
-30,-51,-54
-26,-27,-64
9,-11,-76
24,-9,-77
63,-7,-74
78,-6,-59
58,-2,-33
21,-15,-10
-19,-39,-9
-41,-59,-25
-41,-82,-21
-21,-101,-35
-6,-82,-47
18,-63,-47
50,-30,-54
70,13,-40
47,2,-17
23,-22,17
-10,-49,48
-27,-69,55
-18,-53,42
-13,-34,13
-18,-29,-13
7,-7,-27
43,21,-36
59,29,-35
53,19,-10
44,18,1
-6,-31,2
-51,-67,-13
-68,-64,-23
-54,-52,-32
-24,-23,-42
-8,17,-37
-4,44,-44
11,38,-46
18,17,-27
21,7,-11
-9,-19,-3
-47,-47,1
-61,-57,3
-78,-67,3
-76,-73,0
-71,-72,-1
-67,-64,-5
-55,-40,-47
-22,-2,-69
5,6,-58
18,9,-49
34,15,-36
25,42,-22
20,53,-15
8,63,-27
-11,39,-3
-46,-10,15
-59,-31,22
-44,-55,-13
-30,-56,-19
-23,-54,-20
-22,-25,-37
-5,12,-66
8,27,-69
24,29,-46
32,21,-18
20,-8,0
-8,-54,2
-40,-80,9
-55,-81,-12
-45,-76,-48
-23,-52,-63
-1,-13,-71
19,12,-59
11,30,-38
-11,27,-15
-21,25,0
-34,-20,-7
-38,-71,-40
-49,-85,-62
-54,-67,-64
-37,-43,-60
9,-27,-43
48,0,-37
63,25,-27
53,45,-24
46,49,-20
27,13,-15
18,-4,-12
-19,-50,-11
-6,-45,-11
22,-26,-43
51,-1,-56
73,16,-24
77,0,12
56,-23,26
24,-28,30
4,-38,8
-6,-40,-2
-15,-63,-15
-41,-83,-13
-70,-71,-13
-79,-62,-12
-62,-51,-16
-29,-34,-17
-6,-15,-34
10,-7,-39
4,-5,-24
18,8,-26
-4,-5,-23
-38,-33,-19
-53,-53,-29
-70,-62,-37
-52,-52,-49
-18,-18,-39
11,27,-38
30,47,-31
34,43,-9
34,39,9
42,28,17
27,14,20
-11,-19,21
-29,-35,5
-33,-33,-17
-55,-35,-31
-47,-33,-46
-9,-9,-54
47,4,-37
76,16,-26
66,40,-9
41,21,-25
20,-32,20
-12,-55,48
-38,-51,45
-45,-41,8
-31,-32,-10
4,-26,-17
30,-12,-13
27,11,-25
11,7,-23
21,0,-5
11,-17,11
-28,-57,42
-48,-57,53
-64,-57,-14
-52,-53,-43
-23,-30,-53
-3,9,-46
-1,9,-40
-22,-23,-32
-56,-38,-25
-84,-73,-33
-106,-120,-35
-100,-125,-29
-63,-114,-51
-31,-96,-87
12,-60,-95
30,-38,-76
38,-30,-37
35,-34,-2
22,-51,11
-2,-61,6
-6,-60,-7
-7,-70,-29
-7,-80,-57
-17,-67,-89
-21,-37,-108
-15,-22,-110
29,12,-88
54,32,-74
40,27,-46
24,15,-11
-3,-6,-1
-36,-31,2
-71,-57,-3
-94,-66,-21
-99,-75,-45
-58,-63,-62
-12,-25,-61
10,-6,-57
31,14,-56
50,12,-55
57,21,-34
41,28,-11
5,-9,-9
-25,-25,-8
-42,-46,-8
-37,-51,-20
-35,-42,-26
-13,-15,-44
15,16,-50
38,55,-28
38,74,-14
3,76,-11
-36,54,20
-66,31,50
-90,27,61
-105,48,58
-134,80,63
-131,85,62
-133,74,63
-166,64,88
-206,20,114
-227,-46,137
-247,-114,142
-262,-177,106
-243,-209,52
-178,-238,-2
-98,-245,-61
-33,-248,-115
-2,-253,-146
27,-242,-153
39,-216,-160
24,-201,-152
-1,-204,-128
-21,-223,-107
-28,-220,-92
-13,-216,-118
-9,-193,-139
-6,-160,-155
13,-136,-154
47,-75,-147
68,-3,-111
81,51,-65
103,81,-40
96,77,-28
66,59,-5
49,48,5
13,16,19
-19,-24,5
-12,-20,-30
6,2,-47
28,25,-58
55,51,-69
75,78,-53
71,98,-18
81,101,9
88,82,16
52,44,13
-2,-1,16
-20,-29,8
-15,-34,-21
-16,-17,-37
4,-1,-62
39,19,-59
41,30,-41
33,35,-21
41,28,-14
9,0,-19
-24,-25,-24
-35,-48,-36
-46,-52,-44
-55,-46,-50
-1,11,-61
21,45,-49
27,50,-36
31,48,-27
7,28,-2
-43,-22,-11
-74,-73,-36
-85,-95,-34
-74,-75,-38
-47,-43,-58
-6,-12,-67
36,11,-73
38,24,-68
37,28,-62
25,37,-31
1,36,-7
-24,-3,-20
-39,-16,-31
-66,-26,-43
-93,-53,-58
-103,-65,-74
-80,-54,-78
-23,-15,-64
25,24,-63
61,44,-49
83,24,-23
89,3,-8
62,-6,2
15,-23,7
-23,-39,-10
-51,-43,-24
-56,-46,-33
-31,-23,-45
-10,23,-54
-3,42,-61
-2,34,-51
-20,21,-21
-38,4,-19
-53,-37,-24
-67,-66,4
-61,-73,1
-56,-64,-39
-35,-56,-39
-24,-50,-37
-4,-7,-27
11,12,-19
14,14,-18
-1,6,-1
-41,-27,17
-71,-46,0
-86,-54,-13
-88,-55,-18
-88,-59,-21
-79,-64,-46
-53,-63,-63
-19,-21,-48
-9,5,-40
-15,17,-34
-48,-6,-13
-87,-46,-3
-111,-63,15
-107,-63,-4
-86,-80,-31
-77,-85,-40
-43,-55,-44
-26,-39,-43
10,0,-42
28,14,-25
14,13,-5
-5,-6,13
-36,-46,19
-69,-64,11
-77,-68,-4
-74,-78,-23
-46,-54,-36
-14,-20,-41
1,7,-34
8,20,-23
15,26,-17
-6,29,4
-18,22,20
-22,18,22
-14,-25,22
-36,-57,21
-66,-66,6
-89,-78,-27
-95,-79,-41
-100,-72,-40
-69,-36,-27
-20,9,-36
9,43,-28
27,61,-6
50,46,-3
57,37,0
19,-4,1
-21,-37,26
-28,-66,17
-15,-74,-17
0,-65,-42
8,-26,-58
31,-4,-63
47,2,-52
43,16,-50
23,21,-58
10,5,-53
10,-35,-32
7,-66,-36
-15,-85,-49
-15,-95,-57
-6,-76,-72
-2,-63,-76
-1,-36,-89
28,-11,-88
48,-3,-82
1,-18,-29
-19,-45,-25
-45,-55,-22
-50,-64,-48
-54,-72,-45
-62,-62,-46
-31,-35,-52
8,-7,-53
8,0,-55
8,4,-52
28,16,-38
36,22,-4
24,23,12
8,-3,20
-20,-33,17
-34,-51,12
-35,-68,9
-30,-46,1
-15,-34,-26
11,-28,-51
24,-4,-53
29,5,-37
25,11,-22
22,13,-7
-19,-5,-11
-69,-27,2
-88,-36,12
-93,-78,-7
-82,-93,-15
-68,-70,-26
-50,-31,-26
-18,-2,-25
5,15,-20
16,25,-7
33,26,4
30,13,13
27,-14,15
-11,-25,16
-57,-54,3
-74,-64,-23
-77,-75,-33
-58,-87,-37
-28,-68,-50
1,-18,-66
16,17,-63
9,16,-37
-12,13,-16
-23,-9,-18
-29,-56,-16
-54,-86,-23
-59,-91,-26
-61,-92,-25
-64,-89,-36
-31,-69,-46
5,-28,-55
31,14,-46
41,33,-31
36,57,-23
-25,-32,6
-51,-68,16
-69,-81,11
-83,-75,9
-53,-68,-21
-21,-34,-38
-3,14,-40
22,44,-31
23,48,-16
8,40,2
-4,13,7
-21,-37,-5
-48,-74,-1
-48,-80,-5
-45,-79,-7
-46,-64,-30
-58,-42,-48
-39,-11,-42
-11,14,-29
13,38,-26
20,37,-26
5,33,-17
-1,30,0
-37,2,8
-63,-55,16
-79,-63,-13
-56,-63,-42
-31,-55,-74
-29,-25,-85
2,14,-71
17,44,-45
24,36,-27
28,21,-10
-4,3,-9
-61,-32,-26
-84,-42,-45
-60,-34,-55
-42,-38,-72
-21,-32,-97
-10,-28,-103
15,-4,-93
39,15,-64
26,35,-44
9,48,-20
-3,38,-6
-25,13,-5
-44,-18,-12
-69,-42,-9
-77,-48,-12
-110,-60,-20
-93,-45,-24
-36,-19,-32
-9,-18,-29
2,-1,-19
17,3,-18
-7,-27,-21
-65,-66,-29
-82,-85,-30
-69,-87,-45
-57,-81,-68
-34,-52,-57
-4,-11,-45
10,19,-58
-2,23,-57
-22,-1,-26
-53,-37,-1
-64,-51,3
-69,-40,6
-59,-16,1
-52,-33,1
-33,-29,-14
-9,-8,-40
3,29,-52
21,45,-54
28,62,-39
19,29,7
-1,28,24
-37,25,20
-51,-19,15
-58,-38,12
-49,-58,-11
-49,-60,-49
-21,-51,-53
16,-24,-46
19,-5,-45
12,-10,-41
18,-19,-16
-7,-23,12
-17,-24,24
-37,-47,23
-63,-84,19
-66,-79,-5
-64,-73,-34
-57,-78,-45
-37,-46,-56
-4,1,-55
15,11,-50
27,-2,-23
3,-2,-6
-28,-12,15
-29,-35,22
-28,-44,24
-28,-38,8
-46,-29,-9
-61,-47,-33
-58,-50,-61
-53,-30,-72
-32,-19,-73
8,1,-73
40,28,-59
52,28,-38
50,4,-7
14,-23,18
-37,-49,25
-50,-59,25
-57,-61,-20
-36,-35,-40
-25,-21,-47
17,7,-34
38,34,-28
39,31,-24
35,22,-5
15,-9,16
-14,-57,9
-35,-67,-4
-46,-64,-20
-43,-53,-19
-31,-28,-17
-1,14,-16
27,53,-7
31,91,-6
15,107,16
2,94,38
-23,79,70
-56,67,83
-72,55,52
-95,47,25
-114,63,15
-117,67,10
-100,84,27
-65,103,34
-55,97,45
-79,74,82
-124,37,101
-175,-18,121
-222,-93,132
-249,-162,114
-244,-209,67
-222,-214,-2
-161,-206,-59
-125,-192,-89
-63,-192,-98
-15,-193,-121
14,-206,-145
19,-203,-132
6,-201,-93
-12,-219,-79
-11,-226,-78
-9,-217,-73
-8,-177,-83
-20,-115,-94
12,-77,-107
77,-30,-130
135,29,-132
134,74,-101
123,107,-65
107,114,-41
82,103,-16
46,73,9
23,48,-2
12,34,-35
34,57,-50
59,80,-49
88,84,-37
80,89,-35
62,103,-23
55,80,1
26,44,19
-15,27,10
-24,14,-28
-67,9,-52
-31,7,-60
-2,24,-48
11,40,-24
39,45,-12
53,58,3
41,63,9
33,64,18
28,61,21
28,57,22
3,29,34
-8,15,37
-32,-11,55
-54,-43,36
-48,-64,13
-43,-94,-24
-20,-51,-39
19,-6,-43
54,9,-39
68,36,-29
63,36,21
60,21,54
