lead1,lead2,lead3
126,127,59
87,103,58
64,87,44
60,65,27
46,56,10
45,52,6
62,70,0
65,93,16
65,99,34
61,98,43
67,94,42
57,71,45
41,42,44
20,26,16
2,4,-8
-7,-1,-31
12,37,-23
38,71,-1
62,97,12
70,102,7
59,84,12
53,66,38
56,51,46
30,36,30
-9,-2,13
-19,-18,19
-11,-9,21
14,7,5
18,23,-10
14,40,-1
23,52,-6
24,54,-2
6,46,25
7,37,34
19,22,34
10,23,28
-15,20,25
-27,0,21
-14,-12,27
5,-33,35
14,-41,37
16,-19,27
28,39,22
49,75,31
53,70,27
44,60,25
38,55,30
18,42,49
9,11,65
-17,-3,68
-30,-14,55
-21,-18,31
-17,-24,11
-13,-28,0
-3,-14,-5
11,10,-6
17,21,-6
36,44,-21
34,57,-14
24,69,11
32,79,39
41,71,58
17,51,72
89,31,71
15,20,68
-23,-11,52
-39,-9,24
-40,-8,11
-48,-1,-42
-45,5,-15
-56,11,8
-52,22,-4
-41,39,-20
-29,63,-25
0,80,-35
18,80,-22
19,58,-6
15,45,8
9,45,30
-12,35,31
-17,19,24
-12,18,11
-2,25,-2
5,29,-25
22,34,-48
47,45,-50
51,54,-31
82,42,-10
32,34,8
8,36,7
-48,18,5
-68,-7,-1
-50,-6,-8
-32,2,-16
-31,19,-16
-25,35,-19
7,55,6
4,18,7
3,1,8
-5,0,4
-31,-8,11
-36,-5,-7
-15,6,-32
-6,17,-42
2,38,-37
4,44,-34
34,57,-21
34,47,-6
6,39,1
-13,19,0
-31,-14,4
-37,-33,10
-36,-17,-1
-42,-7,-11
-17,4,-32
7,20,-44
28,38,-39
28,48,-31
26,42,-20
33,28,5
27,10,31
17,-4,20
-21,-4,-3
-20,-6,-13
-16,-6,-26
-4,-3,-35
5,6,-34
11,32,-37
31,43,-20
139,54,7
79,56,20
36,37,31
-8,-4,33
-31,-31,28
-41,-31,17
-57,-25,-3
-57,-16,-30
-40,-8,-33
-3,16,-20
7,24,-25
24,40,-22
30,40,-7
27,25,-1
-1,-7,5
-32,-24,2
-34,-22,-12
-37,-25,-14
-26,-18,-23
-9,-7,-43
27,4,-33
40,22,-15
20,10,5
8,15,21
4,6,20
-13,-9,26
-23,-22,36
-29,-32,22
-28,-26,6
-6,11,-20
21,26,-22
43,49,-5
50,64,3
55,59,9
32,44,19
6,26,28
0,3,42
-15,3,49
-19,12,33
-8,18,4
12,21,-2
42,37,3
65,43,-13
62,46,-4
47,53,2
24,53,12
-8,47,8
-45,32,8
-41,0,3
-33,-29,-6
-36,-38,-16
-31,-19,-29
-18,0,-23
-11,10,-1
10,19,19
17,30,25
3,22,16
-16,-8,24
-12,-25,23
-11,-16,11
-10,-8,1
-13,-9,-13
-18,-19,-33
-12,-17,-39
-15,-3,-27
-31,-7,-9
-29,-11,1
-30,-15,2
-44,-32,5
-69,-44,6
-71,-55,10
-57,-63,14
-43,-61,-3
-38,-27,-29
1,2,-31
8,20,-28
0,22,-24
-2,8,7
-1,1,13
11,-7,16
0,-12,0
-8,-2,-15
4,15,-22
19,40,-36
31,66,-35
43,93,-10
42,89,-13
29,34,-3
11,-3,-1
-13,-34,-3
-38,-51,-22
-40,-44,-39
-31,-29,-53
-28,-22,-75
-9,-12,-110
3,-1,-51
-4,11,-13
-3,10,1
16,2,-1
16,-5,1
-13,-22,10
-34,-39,16
-29,-53,8
-31,-40,10
-11,3,-7
6,41,-11
14,72,-2
26,79,39
29,72,77
14,75,80
-14,67,88
-35,57,88
-77,53,82
-87,46,77
-92,45,62
-106,36,59
-116,28,61
-130,14,54
-153,2,49
-176,-27,55
-196,-65,48
-210,-112,47
-201,-160,43
-176,-188,13
-128,-210,-32
-84,-225,-56
-59,-225,-83
-29,-202,-117
1,-180,-139
26,-154,-112
41,-122,-100
46,-101,-99
29,-118,-97
10,-118,-101
5,-112,-98
11,-96,-92
36,-65,-95
58,-30,-88
71,5,-80
88,24,-55
82,26,-23
69,29,-24
61,36,-33
27,4,-37
4,-21,-24
-2,-20,-21
6,-1,-37
5,8,-59
10,7,-69
15,11,-48
41,38,-38
26,61,-24
14,59,-10
10,32,13
-15,15,18
-21,0,28
-11,-15,21
-17,-16,11
-16,-7,-2
-6,-12,-29
6,-18,-36
30,6,-34
39,15,-23
22,17,-6
19,9,-1
9,-7,-8
-3,-15,-26
-17,-12,-25
-35,-26,-27
-31,-41,-43
-31,-45,-61
-19,-37,-55
-12,-10,-58
4,12,-50
24,34,-29
28,55,-15
15,55,-2
5,36,-2
-6,2,-5
-15,-19,-8
-23,-30,-28
-28,-27,-52
-35,-14,-74
-22,-19,-48
-3,-5,-27
4,17,-22
-20,29,-11
-47,15,-4
-49,-2,-4
-53,-9,-2
-39,-2,-2
-38,-8,-48
-22,3,-56
-9,19,-28
1,13,-15
1,10,-7
-2,1,-12
0,8,-9
-1,0,6
-13,-25,5
-19,-28,-4
-26,-7,-11
-19,-3,-23
0,-7,-31
12,14,-35
28,43,-31
36,45,-13
27,39,-11
-10,22,7
-35,-6,12
-41,-39,2
-48,-55,2
-57,-48,-18
-78,-43,-24
-47,-31,-18
0,-18,-1
17,13,-5
19,31,-15
10,32,-9
2,32,0
-22,7,20
-55,-35,19
-76,-60,3
-70,-62,13
-53,-37,3
-37,12,-7
-22,44,-20
-8,49,-31
-6,36,-33
-2,31,-24
-2,27,-5
-20,13,6
-45,-7,2
-60,-17,7
-60,-19,9
-30,-30,-10
-43,-17,-31
-26,-4,-35
-12,22,-26
-8,30,-20
-14,23,3
-15,19,17
-8,-2,29
-6,-18,35
-28,-21,20
-37,-22,9
-46,-47,-11
-40,-44,-23
-16,-32,-10
-12,-8,5
-31,0,5
-31,-12,8
-19,-30,-12
-32,-50,-21
-44,-50,-15
-34,-54,-11
-28,-53,-8
-22,-41,-6
-9,-21,-37
46,21,-53
83,34,-46
77,46,-44
54,45,-41
39,25,-15
31,11,-6
-3,-9,-7
-10,-31,-21
-2,-50,-28
3,-55,-22
18,-56,-29
29,-44,-33
32,-15,-32
28,-5,-23
35,1,-27
26,0,-30
25,-5,-33
12,-13,-29
-2,-30,-31
-9,-48,-40
-17,-44,-60
-15,-40,-70
-9,-16,-63
4,4,-43
4,-2,-26
17,-8,-13
23,-1,1
11,-33,-20
-2,-53,-24
-25,-66,-23
-32,-65,-28
-36,-68,-18
-38,-38,-25
-15,-11,-45
13,11,-36
30,31,-13
30,32,1
23,12,14
11,-16,19
-31,-36,5
-60,-44,-28
-63,-52,-41
-16,-37,-39
14,-13,-43
28,1,-47
39,-7,-48
34,-20,-45
1,-58,-47
-31,-85,-39
-41,-80,-33
-24,-79,-47
-22,-74,-59
-17,-49,-69
-1,-10,-53
7,16,-31
1,14,-4
-7,-8,2
-15,-16,-13
-36,-38,-24
-50,-71,-31
-48,-77,-26
-24,-62,-21
1,-40,-26
17,-20,-18
18,-2,-45
-1,25,-69
-8,25,-64
-14,12,-35
-23,-3,5
-28,-18,20
-42,-41,23
-33,-63,7
-31,-67,-22
-35,-46,-38
-26,-12,-46
-4,3,-44
11,21,-37
9,19,1
4,16,25
-5,-12,13
-22,-41,-6
-30,-57,-14
-44,-49,-16
-44,-44,-16
-35,-45,-27
-26,-25,-27
-4,-14,-40
11,-18,-38
15,-1,-33
7,-5,-20
-9,-34,0
-32,-60,8
-28,-68,-1
-28,-66,-7
-19,-39,-21
-5,-22,-44
-7,12,-52
2,32,-36
13,26,-31
23,25,-30
22,-11,-21
-5,-38,-13
-17,-46,-14
-28,-35,-22
-34,-28,-35
-24,-9,-30
0,-3,-31
-4,0,-30
-4,-7,-6
-3,-4,12
-10,-10,23
-23,-34,26
-27,-43,26
-26,-51,118
-45,-55,39
-49,-39,-6
-44,-24,-32
-23,-19,-41
9,-12,-20
15,2,-7
14,12,0
13,9,7
1,0,10
-16,-3,5
-40,-49,-2
-48,-56,-9
-38,-52,-26
-41,-65,-52
-41,-70,-58
-12,-59,-56
22,-17,-36
43,5,-30
44,1,-11
35,8,4
1,-7,8
-35,-28,7
-47,-58,-14
-44,-69,-23
-50,-46,-23
-30,-19,-20
-7,2,-19
-2,9,-29
5,-2,-23
-4,11,-28
-13,7,-18
-36,-16,-16
-57,-24,-40
-58,-18,-56
-41,-25,-35
-28,-35,-42
-7,-6,-35
0,19,-36
-11,15,-19
-32,-11,-12
-41,-42,-6
-48,-78,-21
-36,-82,-44
-21,-64,-57
-26,-56,-57
-12,-24,-56
-2,-2,-45
3,8,-26
3,7,-11
10,10,-10
3,-13,-1
-31,-44,4
-59,-75,0
-59,-71,-27
-52,-64,-46
-31,-38,-40
-3,-15,-36
8,5,-30
7,16,-14
1,23,-15
5,-3,-23
-8,-37,-17
-40,-47,-5
-68,-42,-21
-63,-55,-25
-48,-59,-26
-15,-35,-25
14,-8,-28
24,4,-21
23,7,-19
20,17,-3
11,18,13
-20,9,19
-51,-5,5
-62,-10,46
-82,-26,11
-81,-24,-4
-73,-13,-9
-61,-19,-19
-48,11,-53
-27,54,-58
-16,64,-42
-4,48,-20
8,39,-2
21,25,18
17,21,26
15,23,21
-9,23,23
-33,39,27
-47,53,37
-48,64,47
-48,58,41
-49,73,38
-35,98,28
-25,113,36
-36,93,60
-81,58,98
-140,5,101
-177,-30,94
-191,-65,93
-205,-105,84
-201,-118,68
-212,-147,58
-190,-158,51
-127,-145,22
-49,-114,-18
7,-110,-54
44,-127,-64
49,-136,-83
45,-171,-95
42,-193,-77
12,-200,-74
8,-196,-77
12,-187,-94
18,-171,-122
29,-143,-140
51,-91,-126
75,-30,-80
88,1,-61
83,20,-49
68,40,-34
48,60,-6
41,57,-3
35,36,-22
35,33,-39
39,36,-65
67,55,-78
85,81,-61
85,100,-46
87,87,-23
83,67,-2
63,69,6
15,48,6
-11,31,3
-17,21,-10
-28,22,-28
-27,28,-19
-13,31,-16
4,47,-29
23,54,-34
32,47,-24
42,54,-8
31,48,-2
3,32,9
-36,8,12
-65,-4,-2
-63,-10,-25
-43,-17,-55
-22,-4,-60
-11,2,-62
16,29,-54
32,50,-30
25,55,-10
16,51,-1
-23,2,-8
-57,-23,-24
-56,-26,-39
-34,-3,-40
-6,9,-28
7,8,-22
40,5,-25
-4,-4,-26
-42,-18,-15
-59,-35,1
-52,-64,-8
-46,-63,-23
-47,-56,-29
-46,-36,-28
-39,-17,-22
-16,-8,-18
4,-6,-18
23,-10,8
45,13,20
31,14,46
-1,-7,50
-27,-15,41
-38,-17,24
-47,0,15
-52,2,-12
-42,-5,-50
-31,-2,-61
-24,-1,-38
-11,4,-26
18,25,-13
24,39,0
14,26,1
15,7,1
-19,-8,6
-45,-23,3
-67,-40,4
-74,-64,-5
-69,-70,-7
-63,-54,-7
-57,-44,-7
-33,-16,-6
-7,12,-19
7,23,-21
8,12,-6
11,3,23
-9,-17,44
-17,-24,52
-57,-32,22
-67,-44,6
-66,-50,-8
-56,-55,-17
-48,-37,-43
7,-11,-48
33,4,-21
30,5,-4
7,18,8
-4,27,31
-4,29,40
-3,22,40
-26,-33,8
-36,-40,-12
-38,-39,-7
-36,-36,-14
-37,-19,-40
-35,15,-40
-31,34,-17
-27,45,13
-41,38,24
-44,31,27
-48,4,38
-60,-38,35
-58,-57,9
-53,-48,0
-47,-32,-8
-44,-15,-23
-15,-3,-42
12,22,-33
17,35,-13
8,25,-15
5,24,0
-17,1,13
-43,-28,11
-60,-26,-13
-62,-14,-22
-47,-11,-32
-28,-3,-32
-20,14,-40
10,29,-45
34,54,-31
43,63,-23
43,65,4
29,43,18
23,14,41
1,7,47
-16,-4,19
-24,3,-3
-35,13,-10
-37,17,-13
-32,4,-16
-15,-6,-23
0,17,-40
27,35,-61
58,36,-60
71,34,-40
58,28,-21
52,25,-30
20,13,-27
-6,-1,1
-11,-21,-16
-13,-13,-39
-17,4,-37
-6,42,-33
29,57,-29
34,73,-16
30,80,-19
37,84,-20
33,66,-15
9,30,-4
-10,-1,-8
-29,-22,-16
-24,-11,-33
-19,19,-46
-6,45,-47
29,34,-35
36,33,-19
39,36,-7
24,15,3
16,5,8
-6,-19,8
-16,-44,18
-42,-58,18
-58,-53,-1
-62,-47,-4
-44,-31,-6
-14,-12,-9
14,9,-19
35,27,-25
45,48,-23
30,60,-20
16,41,-18
14,30,-23
-18,-13,-12
-36,-35,-14
-35,-40,-23
-41,-28,-37
-44,-8,-35
-2,8,-47
3,31,-44
-8,30,-35
0,23,-30
20,23,-27
-2,4,-21
-29,-30,2
-55,-32,-2
-56,-32,-11
-47,-20,-24
-35,-10,-24
-10,3,-29
19,22,-18
26,41,10
21,56,33
23,67,50
8,48,53
-34,8,51
-49,-32,10
-49,-28,-22
-55,-15,-27
-52,-13,-37
-26,-9,-39
0,2,-38
3,19,-19
5,25,3
7,23,13
-9,3,9
69,-25,7
-1,-36,6
-44,-58,6
-68,-69,7
-62,-53,-16
-33,-41,-48
-7,-6,-44
4,17,-16
6,19,16
7,22,32
-15,33,34
-30,19,12
-31,-7,-6
-29,-27,-14
-62,-16,-29
-63,-4,-38
-43,17,-43
-9,33,-30
0,39,-35
-8,51,-25
4,123,8
8,47,22
-4,-6,27
-28,-40,14
-57,-56,-1
-72,-63,-5
-64,-52,-4
-57,-42,-3
-42,-36,-2
-19,-19,3
5,7,-13
19,26,-19
28,22,-8
17,31,8
9,12,27
-7,-22,22
-21,-47,1
-40,-59,-16
-55,-52,-27
-57,-46,-30
-45,-17,-39
-19,14,-30
1,39,-17
10,53,-13
18,50,1
21,47,7
15,38,7
2,42,10
-11,33,21
-17,28,22
-21,11,21
-5,-3,27
5,-22,14
9,-29,-2
24,-6,-14
47,24,-2
42,45,-1
53,51,0
43,62,19
9,64,34
-28,37,25
-36,-16,9
-27,-14,-23
-29,-11,-32
-30,16,-32
-3,32,-16
21,53,-12
27,71,15
17,54,38
1,24,24
-24,-8,4
-32,-25,-14
-25,-26,-23
-19,-9,-29
0,16,-43
31,40,-31
53,55,-17
54,71,-1
40,74,25
12,56,37
-16,24,22
-31,-15,6
-35,-32,-7
-42,-40,-17
-55,-39,-44
-47,-30,-61
-23,2,-46
6,17,-37
34,23,-27
28,18,-15
2,-24,-1
-33,-39,8
-65,-49,4
-79,-57,-10
-67,-56,-25
-38,-49,-46
-20,-29,-47
-5,-2,-55
17,18,-36
20,29,-6
20,23,17
22,10,22
18,2,16
-3,-11,6
-6,-17,8
-16,-23,8
-24,-30,-9
-33,-38,-32
-25,-25,-14
22,1,-5
47,22,3
38,45,7
35,45,-4
34,33,-10
23,13,-12
5,7,-12
-28,-1,-15
-29,-3,-18
-33,-6,-11
-40,-4,-23
-27,-10,-28
14,36,-18
27,53,22
30,43,42
22,13,44
3,-24,46
-14,-36,46
-19,-21,26
-21,2,9
-3,21,-6
11,42,-1
7,98,15
-1,136,44
-15,126,70
-33,118,87
-57,103,93
-96,75,80
-126,42,63
-147,25,64
-153,23,62
-168,13,68
-187,-21,71
-188,-40,67
-166,-32,65
-147,-38,71
-144,-55,43
-70,-92,18
-46,-121,5
-57,-169,-25
-79,-217,-63
-85,-208,-76
-50,-193,-82
-13,-179,-81
29,-134,-88
55,-103,-97
66,-82,-91
69,-65,-74
63,-50,-57
55,-25,-57
53,-3,-56
41,11,-55
24,23,-41
33,38,-29
50,39,-26
45,69,-32
59,94,-30
76,103,-26
63,99,-21
40,107,-12
40,107,25
27,72,40
-2,39,29
-13,32,33
-16,22,16
-20,8,-8
-6,24,-24
21,45,-34
47,56,-45
22,43,-18
13,22,4
3,7,2
-18,6,-3
-38,-1,-30
-38,-6,-40
-32,4,-40
-18,31,-32
3,51,-16
16,49,8
21,49,22
15,40,14
8,30,11
0,21,14
-19,2,23
-48,-5,20
-56,1,13
-56,4,10
-43,-1,1
-31,-16,4
-23,-18,6
-18,-5,0
-9,1,-2
1,16,-2
9,21,-5
10,32,-9
6,32,3
4,31,17
-39,6,24
-60,4,22
-59,15,19
-50,22,24
-44,-1,15
-3,26,1
20,61,1
31,65,7
28,53,13
7,34,30
-2,24,36
-25,8,34
-33,-32,22
-29,-48,15
-46,-53,12
-48,-58,14
-26,-56,-21
-3,-43,-25
14,-16,-29
29,14,-11
27,23,12
17,35,24
-6,34,28
-20,16,22
-14,-5,25
-15,-25,21
-16,-14,-6
-16,-4,-25
-9,-7,-35
12,6,-24
20,28,-4
26,42,21
9,31,22
-35,3,17
-52,-19,14
-51,-47,10
-50,-52,1
-69,-45,-41
-43,-33,-16
-15,14,-16
8,52,-9
3,41,15
8,37,35
10,11,45
-3,-1,48
-32,-26,28
-59,-40,14
-55,-52,-1
-43,-10,-21
-42,23,-39
-31,43,-49
-2,47,-35
7,47,-22
-11,40,-15
-17,28,7
-2,23,25
-12,-3,24
-25,-25,13
-41,-36,0
-60,-24,-3
-55,-14,-9
-47,1,-10
-24,12,-17
-3,16,-18
19,25,-15
1,38,13
5,29,16
1,22,15
-26,7,18
-44,-21,18
-41,-33,7
-37,-20,-21
1,-5,-32
30,9,-12
38,11,-2
33,27,-3
40,33,12
47,32,21
47,12,26
32,-12,19
-1,-24,7
-11,-23,-12
-13,-16,-6
2,27,-7
24,53,-24
43,59,-20
54,53,-4
63,38,5
24,7,31
14,-20,9
17,-18,-1
11,-14,-15
14,-16,-34
21,2,-26
33,25,-17
48,35,-9
38,25,-17
32,11,11
7,-30,21
-22,-45,15
-29,-35,11
-33,-15,9
-28,4,4
-13,10,-5
25,28,-7
41,51,-4
36,61,13
26,35,14
15,7,16
1,-15,14
-6,-22,15
-2,-20,21
-4,-10,6
0,7,-1
30,28,-13
26,45,-28
28,65,-18
37,60,2
39,55,11
33,43,34
7,27,53
-25,11,59
-47,-9,55
-53,-18,38
-43,-26,9
-26,-8,1
0,11,-3
28,22,-1
39,26,-1
55,40,11
39,45,10
35,41,19
28,35,24
-2,0,16
-6,-9,2
-3,-16,-6
-1,-4,-8
4,25,-2
20,47,-4
35,59,-13
32,71,-6
30,65,10
34,61,30
24,58,31
-7,33,15
-20,20,7
-28,-26,-1
-35,-51,-20
-29,-32,-35
-5,-8,-56
6,4,-156
15,23,-90
11,36,-28
2,34,21
-3,17,40
-18,-15,63
-42,-24,73
-73,-13,62
-83,-7,54
-78,6,43
-40,20,29
16,28,23
42,40,26
33,56,24
12,54,23
20,50,35
25,37,46
2,27,47
1,2,27
-17,-10,4
-18,3,9
2,29,3
19,51,-2
23,60,6
32,54,10
23,53,11
12,35,19
7,16,19
-8,7,18
-16,-1,12
-12,-17,26
-10,-23,5
4,-12,-12
24,15,-18
55,48,-24
70,69,-12
68,80,14
46,89,59
39,71,64
5,38,56
-14,25,53
-13,26,47
-21,29,41
-34,48,21
-30,42,9
-3,39,4
24,47,14
25,40,13
15,29,32
4,22,43
-6,22,42
-22,-5,49
-47,-23,38
-71,-19,31
-43,6,16
7,33,12
43,51,16
51,56,44
46,54,62
25,47,69
-9,36,53
-42,13,38
-43,-25,4
-16,-2,-31
-14,12,-35
1,18,-17
33,41,2
56,52,11
37,42,27
25,28,32
3,-2,31
-28,-37,36
-38,-43,43
-33,-21,34
-22,-13,37
-12,9,20
-7,19,12
25,42,6
47,61,3
57,75,10
68,81,29
44,67,43
14,36,21
3,18,0
-2,11,3
2,16,8
-9,25,0
0,53,0
31,79,10
49,78,17
38,57,14
30,47,23
25,38,32
-6,22,40
-19,-5,30
-5,-10,23
2,-9,8
7,0,0
15,17,-2
20,45,11
26,40,26
28,31,38
34,16,49
22,4,60
6,-6,54
-12,-21,35
-24,-14,20
-17,-8,7
4,3,5
22,22,7
53,43,30
67,51,42
64,59,42
60,51,49
50,39,39
25,-11,30
0,-15,16
-20,4,4
-27,16,-7
-5,36,-2
23,58,7
54,73,22
71,74,57
49,73,70
15,56,58
-1,36,41
-10,25,36
-18,16,16
-13,21,16
25,56,16
33,72,15
44,74,16
51,79,21
57,75,41
64,70,69
49,26,66
16,-1,58
-15,-6,51
-13,7,45
-9,23,32
-1,41,22
20,60,27
37,67,35
44,78,41
34,102,57
31,128,86
28,134,95
21,129,86
-1,102,79
-25,81,75
-25,83,80
-26,107,81
-31,125,78
-18,124,82
-24,116,97
-44,101,108
-74,67,122
-112,28,137
-140,-12,133
-148,-66,130
-162,-113,99
-173,-131,50
-84,-129,16
9,-126,-24
68,-123,-48
86,-135,-53
91,-144,-49
57,-140,-49
45,-140,-59
51,-127,-66
58,-44,-57
99,-3,-40
130,22,-36
137,50,-30
150,85,-10
155,99,1
151,89,33
136,80,45
113,80,42
88,72,32
76,59,21
74,67,3
55,76,-14
32,75,-32
34,90,-19
52,107,-10
62,105,1
73,88,17
77,72,28
56,57,27
20,24,15
25,16,31
20,18,44
16,27,31
15,40,20
24,58,2
42,83,2
61,83,6
50,63,21
45,68,27
39,76,39
15,62,35
15,53,19
15,50,3
8,41,4
16,43,-2
35,78,3
68,95,15
81,85,20
73,83,25
46,62,33
27,27,39
-2,2,50
-18,-13,55
-5,-10,48
17,2,32
58,49,20
74,70,23
80,71,39
69,68,59
56,54,71
24,31,68
24,19,63
36,25,41
40,27,16
42,17,4
38,51,26
44,70,45
57,61,49
61,48,38
53,40,31
48,48,22
33,61,15
10,59,42
2,36,53
5,31,55
8,28,44
6,9,10
8,32,-12
26,56,4
35,41,21
47,33,31
59,34,52
58,33,57
33,24,49
-23,-5,52
-35,-9,40
-22,12,12
-4,30,6
22,36,3
35,30,27
29,33,53
32,36,49
32,28,41
26,18,41
8,-7,34
-5,-24,39
3,-36,35
13,-40,27
15,-31,14
27,-1,22
58,40,30
68,63,46
62,67,77
40,41,84
16,12,81
-4,-21,78
-9,-31,66
-20,-28,49
-10,-8,48
22,18,42
38,21,14
30,32,14
13,43,21
13,3,48
-8,-11,36
4,-17,26
9,-21,13
-22,-11,-4
-23,5,-14
8,34,-8
41,73,3
69,77,13
63,70,32
48,62,22
32,38,31
7,21,48
-13,7,40
-9,14,26
19,16,10
14,26,-4
27,46,-10
58,55,-5
82,67,-7
89,57,0
88,50,3
78,33,32
71,16,67
67,12,57
55,14,33
35,5,27
14,-12,19
8,2,-5
25,37,-9
47,71,-12
67,103,-2
80,97,17
85,74,28
80,75,33
39,48,40
30,55,36
32,50,23
37,28,19
45,20,5
53,42,3
74,42,-2
91,45,13
86,61,23
70,68,36
58,42,35
45,17,26
30,-21,23
24,-39,11
25,-31,3
26,-17,0
36,0,4
39,8,6
52,24,2
53,24,18
51,16,19
48,12,19
24,14,24
24,-1,34
24,-21,10
8,-17,7
30,12,11
52,47,22
66,65,19
76,54,6
83,51,33
60,33,50
26,12,49
-4,-4,57
-18,-8,55
-19,-17,32
-12,-5,15
34,17,17
61,36,21
66,49,23
51,51,25
43,73,41
44,61,57
19,35,65
9,13,53
13,2,39
14,7,27
19,1,23
43,4,13
56,17,7
67,52,23
66,66,15
50,67,5
37,49,17
6,36,28
-2,21,27
3,8,18
-14,-7,1
27,-5,-10
47,13,-16
59,25,0
58,32,19
56,39,29
37,39,21
14,27,26
11,15,35
-8,1,32
-9,-8,24
-8,-8,28
12,12,34
26,28,21
33,21,25
41,11,27
50,16,14
33,29,36
19,23,44
-15,-1,32
-22,-18,22
-24,-27,14
-24,-13,3
6,4,-9
31,28,-11
40,38,-11
41,42,8
26,39,29
31,33,45
33,-7,50
0,-23,49
-24,-20,37
-35,-15,18
-27,-16,22
-17,-25,18
-2,0,8
18,29,-5
40,28,-11
38,22,-7
44,17,12
39,-2,30
4,-29,43
-26,-29,44
-45,-27,39
-40,-30,34
-24,-15,6
30,15,6
55,27,11
64,39,18
52,44,28
37,42,33
20,30,41
1,-1,52
-11,-26,26
-9,-37,5
-8,-40,-18
1,-27,-29
117,22,-21
65,48,-5
39,61,-8
29,75,-2
20,76,23
10,59,43
6,36,33
-13,18,19
-16,16,30
-17,12,19
-13,11,-2
21,23,16
54,46,21
56,67,14
51,73,11
51,65,22
40,32,39
4,-7,36
-36,-26,33
-24,-9,9
-15,-4,0
13,44,22
30,65,31
44,65,35
58,40,41
45,19,25
24,13,24
2,-4,43
-27,-26,29
-26,-33,34
-17,-34,33
-23,-51,20
-18,-41,2
-1,-14,6
4,5,24
10,19,32
25,18,40
28,12,126
7,-4,56
-10,-26,27
-13,-34,6
-20,-30,-3
-15,-47,-7
-3,-37,-8
3,-3,-1
22,14,0
39,31,-12
51,44,-10
61,50,11
54,25,36
37,-5,45
18,-31,32
3,-47,12
6,-49,1
13,-12,-2
40,17,-19
68,40,-21
75,39,-3
72,27,30
64,29,33
36,29,31
1,11,36
-43,-3,59
-39,-26,54
-27,-32,51
-28,-17,46
-13,7,37
14,20,17
24,21,4
24,19,29
25,17,52
26,21,63
-6,26,70
-35,22,63
-41,23,38
-9,68,17
0,106,17
6,130,37
14,141,66
5,139,78
-41,108,90
-86,59,98
-123,32,117
-129,12,127
-141,3,124
-155,-26,110
-154,-45,81
-136,-46,50
-107,-34,41
-78,-43,17
-42,-73,-23
-11,-112,-60
6,-129,-82
3,-157,-79
9,-185,-88
1,-169,-87
4,-152,-92
34,-136,-102
61,-100,-95
68,-62,-71
75,-48,-58
83,-32,-21
77,-29,-4
59,-27,8
58,-16,8
66,-4,-3
81,19,-12
82,44,2
85,68,-5
99,75,-13
101,85,5
86,94,19
71,83,27
59,57,39
43,13,24
32,-3,22
16,-2,11
10,7,-15
20,25,-19
35,51,-26
53,65,-37
58,63,-37
49,48,-8
45,50,16
28,41,28
18,25,28
-16,22,22
-36,2,19
-27,-1,27
-17,5,14
16,30,8
67,51,-7
63,28,-2
40,17,14
36,11,15
12,-8,15
-11,-16,11
-16,-19,5
-8,-17,0
23,-14,-2
27,-5,-17
31,24,-30
36,46,-23
32,68,-10
28,61,3
26,38,18
-1,5,21
-28,-19,13
-37,-25,6
-35,-12,3
-15,-8,4
-19,5,-4
6,22,-6
39,43,1
66,58,4
62,49,21
51,33,26
42,6,6
10,-8,-1
-19,-20,-7
-38,-30,-17
-43,-24,-17
-26,-2,-10
-2,24,-12
3,24,-20
6,17,-18
-2,13,-17
-5,3,11
-5,-13,18
-34,-31,0
-49,-29,-21
-54,-20,-22
-47,-23,-23
-28,-36,-12
-21,-38,-25
-15,-15,-85
5,5,-45
17,17,-22
30,19,-13
19,7,-7
3,-6,0
-13,1,6
-19,-3,15
-27,-13,13
-35,-22,8
-33,-27,8
-26,-19,4
4,9,18
6,41,13
-1,61,18
-14,38,29
-51,0,46
-63,-26,47
-54,-13,32
-40,11,12
-24,21,-3
-17,19,-1
-11,17,25
-16,14,29
-26,11,21
-35,0,28
-38,-16,30
-53,-22,20
-74,-17,6
-60,-14,3
-50,-19,7
-12,-18,-8
7,11,-18
26,30,-14
41,39,13
28,51,23
-75,42,15
-25,25,39
-11,-7,40
-14,-28,17
-27,-30,1
-27,-17,-19
-9,-6,-20
2,-2,-27
25,11,-47
39,28,-40
40,36,-5
40,35,17
32,4,26
3,-36,13
-18,-41,-26
-26,-51,-57
-17,-50,-52
5,-27,-54
29,15,-57
38,29,-44
39,18,-14
38,13,-6
30,5,-7
23,-3,0
11,-9,-8
0,-26,-21
20,-30,-30
17,-43,-27
15,-32,-17
13,-25,-7
35,4,-13
58,19,-7
44,-7,21
26,-22,37
20,-32,15
14,-42,-2
-3,-18,-11
-15,-16,-20
-4,-15,-10
12,1,-9
11,18,-28
7,29,-35
13,18,-34
18,13,-24
13,9,-8
6,-19,45
-24,-48,3
-28,-45,-22
-28,-41,-35
-8,-29,-53
7,-11,-58
11,22,-41
13,19,-17
11,5,-2
-5,-22,1
-13,-48,-3
-21,-58,-1
-29,-49,-1
-23,-27,-8
-8,9,-13
12,49,-12
47,76,-2
62,80,15
42,60,23
32,50,23
10,36,11
-28,-12,11
-27,-42,33
-26,-29,18
-26,-11,-13
-11,4,-26
6,25,-30
23,47,-27
29,59,-10
20,67,6
9,42,26
-26,1,21
-50,-25,9
-41,-25,1
-32,-11,-18
